Id,DatasetID,IndividualID,OriginalTraitName,OriginalTraitDef,OriginalTraitValue,OriginalTraitUnit,Habitat,LabField,SecondStressor,SecondStressorDef,SecondStressorValue,SecondStressorUnit,Location,LocationType,CoordinateType,Latitude,Longitude,Interactor1,Interactor1Common,Interactor1Kingdom,Interactor1Phylum,Interactor1Class,Interactor1Order,Interactor1Family,Interactor1Genus,Interactor1Species,Interactor1Stage,Interactor1Temp,Interactor1TempUnit,Interactor1GrowthTemp,Interactor1GrowthTempUnit,FigureTable,Citation,DOI,CuratedByCitation,CuratedByDOI,SubmittedBy,ContributorEmail,DefaultChartXaxis,DefaultChartCategory,EmbargoReleaseDate
92577,557,PHX363,development time,individual-level duration of life stage,11,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,1,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,juvenile (not inc egg stage),22,Celsius,26,Celsius,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,"Da Re, D., Andreo, V., San Miguel, T.V. et al. AedesTraits: A global dataset of temperature–dependent trait responses in Aedes mosquitoes. Sci Data 12, 2033 (2025).",10.1038/s41597-025-06461-z,Paul Huxley,phuxly@gmail.com,Interactor1Temp,SecondStressorValue,1/1/21
92579,557,PHX364,development time,individual-level duration of life stage,11,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,1,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,juvenile (not inc egg stage),22,Celsius,26,Celsius,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,"Da Re, D., Andreo, V., San Miguel, T.V. et al. AedesTraits: A global dataset of temperature–dependent trait responses in Aedes mosquitoes. Sci Data 12, 2033 (2025).",10.1038/s41597-025-06461-z,Paul Huxley,phuxly@gmail.com,Interactor1Temp,SecondStressorValue,1/1/21
92581,557,PHX365,development time,individual-level duration of life stage,11,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,1,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,juvenile (not inc egg stage),22,Celsius,26,Celsius,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,"Da Re, D., Andreo, V., San Miguel, T.V. et al. AedesTraits: A global dataset of temperature–dependent trait responses in Aedes mosquitoes. Sci Data 12, 2033 (2025).",10.1038/s41597-025-06461-z,Paul Huxley,phuxly@gmail.com,Interactor1Temp,SecondStressorValue,1/1/21
92584,557,PHX366,development time,individual-level duration of life stage,11,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,1,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,juvenile (not inc egg stage),22,Celsius,26,Celsius,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,"Da Re, D., Andreo, V., San Miguel, T.V. et al. AedesTraits: A global dataset of temperature–dependent trait responses in Aedes mosquitoes. Sci Data 12, 2033 (2025).",10.1038/s41597-025-06461-z,Paul Huxley,phuxly@gmail.com,Interactor1Temp,SecondStressorValue,1/1/21
92586,557,PHX367,development time,individual-level duration of life stage,12,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,1,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,juvenile (not inc egg stage),22,Celsius,26,Celsius,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,"Da Re, D., Andreo, V., San Miguel, T.V. et al. AedesTraits: A global dataset of temperature–dependent trait responses in Aedes mosquitoes. Sci Data 12, 2033 (2025).",10.1038/s41597-025-06461-z,Paul Huxley,phuxly@gmail.com,Interactor1Temp,SecondStressorValue,1/1/21
92588,557,PHX368,development time,individual-level duration of life stage,12,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,1,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,juvenile (not inc egg stage),22,Celsius,26,Celsius,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,"Da Re, D., Andreo, V., San Miguel, T.V. et al. AedesTraits: A global dataset of temperature–dependent trait responses in Aedes mosquitoes. Sci Data 12, 2033 (2025).",10.1038/s41597-025-06461-z,Paul Huxley,phuxly@gmail.com,Interactor1Temp,SecondStressorValue,1/1/21
92590,557,PHX369,development time,individual-level duration of life stage,12,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,1,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,juvenile (not inc egg stage),22,Celsius,26,Celsius,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,"Da Re, D., Andreo, V., San Miguel, T.V. et al. AedesTraits: A global dataset of temperature–dependent trait responses in Aedes mosquitoes. Sci Data 12, 2033 (2025).",10.1038/s41597-025-06461-z,Paul Huxley,phuxly@gmail.com,Interactor1Temp,SecondStressorValue,1/1/21
92592,557,PHX370,development time,individual-level duration of life stage,12,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,1,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,juvenile (not inc egg stage),22,Celsius,26,Celsius,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,"Da Re, D., Andreo, V., San Miguel, T.V. et al. AedesTraits: A global dataset of temperature–dependent trait responses in Aedes mosquitoes. Sci Data 12, 2033 (2025).",10.1038/s41597-025-06461-z,Paul Huxley,phuxly@gmail.com,Interactor1Temp,SecondStressorValue,1/1/21
92594,557,PHX371,development time,individual-level duration of life stage,12,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,1,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,juvenile (not inc egg stage),22,Celsius,26,Celsius,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,"Da Re, D., Andreo, V., San Miguel, T.V. et al. AedesTraits: A global dataset of temperature–dependent trait responses in Aedes mosquitoes. Sci Data 12, 2033 (2025).",10.1038/s41597-025-06461-z,Paul Huxley,phuxly@gmail.com,Interactor1Temp,SecondStressorValue,1/1/21
92596,557,PHX372,development time,individual-level duration of life stage,13,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,1,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,juvenile (not inc egg stage),22,Celsius,26,Celsius,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,"Da Re, D., Andreo, V., San Miguel, T.V. et al. AedesTraits: A global dataset of temperature–dependent trait responses in Aedes mosquitoes. Sci Data 12, 2033 (2025).",10.1038/s41597-025-06461-z,Paul Huxley,phuxly@gmail.com,Interactor1Temp,SecondStressorValue,1/1/21
92598,557,PHX373,development time,individual-level duration of life stage,12,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,1,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,juvenile (not inc egg stage),22,Celsius,26,Celsius,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,"Da Re, D., Andreo, V., San Miguel, T.V. et al. AedesTraits: A global dataset of temperature–dependent trait responses in Aedes mosquitoes. Sci Data 12, 2033 (2025).",10.1038/s41597-025-06461-z,Paul Huxley,phuxly@gmail.com,Interactor1Temp,SecondStressorValue,1/1/21
92600,557,PHX374,development time,individual-level duration of life stage,14,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,1,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,juvenile (not inc egg stage),22,Celsius,26,Celsius,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,"Da Re, D., Andreo, V., San Miguel, T.V. et al. AedesTraits: A global dataset of temperature–dependent trait responses in Aedes mosquitoes. Sci Data 12, 2033 (2025).",10.1038/s41597-025-06461-z,Paul Huxley,phuxly@gmail.com,Interactor1Temp,SecondStressorValue,1/1/21
92602,557,PHX375,development time,individual-level duration of life stage,16,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,1,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,juvenile (not inc egg stage),22,Celsius,26,Celsius,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,"Da Re, D., Andreo, V., San Miguel, T.V. et al. AedesTraits: A global dataset of temperature–dependent trait responses in Aedes mosquitoes. Sci Data 12, 2033 (2025).",10.1038/s41597-025-06461-z,Paul Huxley,phuxly@gmail.com,Interactor1Temp,SecondStressorValue,1/1/21
92604,557,PHX376,development time,individual-level duration of life stage,11,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,1,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,juvenile (not inc egg stage),22,Celsius,26,Celsius,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,"Da Re, D., Andreo, V., San Miguel, T.V. et al. AedesTraits: A global dataset of temperature–dependent trait responses in Aedes mosquitoes. Sci Data 12, 2033 (2025).",10.1038/s41597-025-06461-z,Paul Huxley,phuxly@gmail.com,Interactor1Temp,SecondStressorValue,1/1/21
92607,557,PHX377,development time,individual-level duration of life stage,11,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,1,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,juvenile (not inc egg stage),22,Celsius,26,Celsius,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,"Da Re, D., Andreo, V., San Miguel, T.V. et al. AedesTraits: A global dataset of temperature–dependent trait responses in Aedes mosquitoes. Sci Data 12, 2033 (2025).",10.1038/s41597-025-06461-z,Paul Huxley,phuxly@gmail.com,Interactor1Temp,SecondStressorValue,1/1/21
92609,557,PHX378,development time,individual-level duration of life stage,12,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,1,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,juvenile (not inc egg stage),22,Celsius,26,Celsius,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,"Da Re, D., Andreo, V., San Miguel, T.V. et al. AedesTraits: A global dataset of temperature–dependent trait responses in Aedes mosquitoes. Sci Data 12, 2033 (2025).",10.1038/s41597-025-06461-z,Paul Huxley,phuxly@gmail.com,Interactor1Temp,SecondStressorValue,1/1/21
92612,557,PHX379,development time,individual-level duration of life stage,12,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,1,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,juvenile (not inc egg stage),22,Celsius,26,Celsius,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,"Da Re, D., Andreo, V., San Miguel, T.V. et al. AedesTraits: A global dataset of temperature–dependent trait responses in Aedes mosquitoes. Sci Data 12, 2033 (2025).",10.1038/s41597-025-06461-z,Paul Huxley,phuxly@gmail.com,Interactor1Temp,SecondStressorValue,1/1/21
92615,557,PHX380,development time,individual-level duration of life stage,12,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,1,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,juvenile (not inc egg stage),22,Celsius,26,Celsius,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,"Da Re, D., Andreo, V., San Miguel, T.V. et al. AedesTraits: A global dataset of temperature–dependent trait responses in Aedes mosquitoes. Sci Data 12, 2033 (2025).",10.1038/s41597-025-06461-z,Paul Huxley,phuxly@gmail.com,Interactor1Temp,SecondStressorValue,1/1/21
92617,557,PHX381,development time,individual-level duration of life stage,12,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,1,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,juvenile (not inc egg stage),22,Celsius,26,Celsius,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,"Da Re, D., Andreo, V., San Miguel, T.V. et al. AedesTraits: A global dataset of temperature–dependent trait responses in Aedes mosquitoes. Sci Data 12, 2033 (2025).",10.1038/s41597-025-06461-z,Paul Huxley,phuxly@gmail.com,Interactor1Temp,SecondStressorValue,1/1/21
92619,557,PHX382,development time,individual-level duration of life stage,12,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,1,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,juvenile (not inc egg stage),22,Celsius,26,Celsius,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,"Da Re, D., Andreo, V., San Miguel, T.V. et al. AedesTraits: A global dataset of temperature–dependent trait responses in Aedes mosquitoes. Sci Data 12, 2033 (2025).",10.1038/s41597-025-06461-z,Paul Huxley,phuxly@gmail.com,Interactor1Temp,SecondStressorValue,1/1/21
92621,557,PHX383,development time,individual-level duration of life stage,12,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,1,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,juvenile (not inc egg stage),22,Celsius,26,Celsius,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,"Da Re, D., Andreo, V., San Miguel, T.V. et al. AedesTraits: A global dataset of temperature–dependent trait responses in Aedes mosquitoes. Sci Data 12, 2033 (2025).",10.1038/s41597-025-06461-z,Paul Huxley,phuxly@gmail.com,Interactor1Temp,SecondStressorValue,1/1/21
92623,557,PHX384,development time,individual-level duration of life stage,12,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,1,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,juvenile (not inc egg stage),22,Celsius,26,Celsius,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,"Da Re, D., Andreo, V., San Miguel, T.V. et al. AedesTraits: A global dataset of temperature–dependent trait responses in Aedes mosquitoes. Sci Data 12, 2033 (2025).",10.1038/s41597-025-06461-z,Paul Huxley,phuxly@gmail.com,Interactor1Temp,SecondStressorValue,1/1/21
92625,557,PHX385,development time,individual-level duration of life stage,12,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,1,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,juvenile (not inc egg stage),22,Celsius,26,Celsius,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,"Da Re, D., Andreo, V., San Miguel, T.V. et al. AedesTraits: A global dataset of temperature–dependent trait responses in Aedes mosquitoes. Sci Data 12, 2033 (2025).",10.1038/s41597-025-06461-z,Paul Huxley,phuxly@gmail.com,Interactor1Temp,SecondStressorValue,1/1/21
92627,557,PHX386,development time,individual-level duration of life stage,13,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,1,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,juvenile (not inc egg stage),22,Celsius,26,Celsius,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,"Da Re, D., Andreo, V., San Miguel, T.V. et al. AedesTraits: A global dataset of temperature–dependent trait responses in Aedes mosquitoes. Sci Data 12, 2033 (2025).",10.1038/s41597-025-06461-z,Paul Huxley,phuxly@gmail.com,Interactor1Temp,SecondStressorValue,1/1/21
92629,557,PHX387,development time,individual-level duration of life stage,21,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,0.1,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,juvenile (not inc egg stage),26,Celsius,26,Celsius,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,"Da Re, D., Andreo, V., San Miguel, T.V. et al. AedesTraits: A global dataset of temperature–dependent trait responses in Aedes mosquitoes. Sci Data 12, 2033 (2025).",10.1038/s41597-025-06461-z,Paul Huxley,phuxly@gmail.com,Interactor1Temp,SecondStressorValue,1/1/21
92632,557,PHX388,development time,individual-level duration of life stage,23,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,0.1,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,juvenile (not inc egg stage),26,Celsius,26,Celsius,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,"Da Re, D., Andreo, V., San Miguel, T.V. et al. AedesTraits: A global dataset of temperature–dependent trait responses in Aedes mosquitoes. Sci Data 12, 2033 (2025).",10.1038/s41597-025-06461-z,Paul Huxley,phuxly@gmail.com,Interactor1Temp,SecondStressorValue,1/1/21
92634,557,PHX389,development time,individual-level duration of life stage,28,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,0.1,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,juvenile (not inc egg stage),26,Celsius,26,Celsius,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,"Da Re, D., Andreo, V., San Miguel, T.V. et al. AedesTraits: A global dataset of temperature–dependent trait responses in Aedes mosquitoes. Sci Data 12, 2033 (2025).",10.1038/s41597-025-06461-z,Paul Huxley,phuxly@gmail.com,Interactor1Temp,SecondStressorValue,1/1/21
92636,557,PHX390,development time,individual-level duration of life stage,8,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,1,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,juvenile (not inc egg stage),26,Celsius,26,Celsius,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,"Da Re, D., Andreo, V., San Miguel, T.V. et al. AedesTraits: A global dataset of temperature–dependent trait responses in Aedes mosquitoes. Sci Data 12, 2033 (2025).",10.1038/s41597-025-06461-z,Paul Huxley,phuxly@gmail.com,Interactor1Temp,SecondStressorValue,1/1/21
92638,557,PHX391,development time,individual-level duration of life stage,29,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,0.1,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,juvenile (not inc egg stage),26,Celsius,26,Celsius,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,"Da Re, D., Andreo, V., San Miguel, T.V. et al. AedesTraits: A global dataset of temperature–dependent trait responses in Aedes mosquitoes. Sci Data 12, 2033 (2025).",10.1038/s41597-025-06461-z,Paul Huxley,phuxly@gmail.com,Interactor1Temp,SecondStressorValue,1/1/21
92640,557,PHX392,development time,individual-level duration of life stage,30,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,0.1,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,juvenile (not inc egg stage),26,Celsius,26,Celsius,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,"Da Re, D., Andreo, V., San Miguel, T.V. et al. AedesTraits: A global dataset of temperature–dependent trait responses in Aedes mosquitoes. Sci Data 12, 2033 (2025).",10.1038/s41597-025-06461-z,Paul Huxley,phuxly@gmail.com,Interactor1Temp,SecondStressorValue,1/1/21
92642,557,PHX393,development time,individual-level duration of life stage,33,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,0.1,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,juvenile (not inc egg stage),26,Celsius,26,Celsius,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,"Da Re, D., Andreo, V., San Miguel, T.V. et al. AedesTraits: A global dataset of temperature–dependent trait responses in Aedes mosquitoes. Sci Data 12, 2033 (2025).",10.1038/s41597-025-06461-z,Paul Huxley,phuxly@gmail.com,Interactor1Temp,SecondStressorValue,1/1/21
92644,557,PHX394,development time,individual-level duration of life stage,35,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,0.1,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,juvenile (not inc egg stage),26,Celsius,26,Celsius,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,"Da Re, D., Andreo, V., San Miguel, T.V. et al. AedesTraits: A global dataset of temperature–dependent trait responses in Aedes mosquitoes. Sci Data 12, 2033 (2025).",10.1038/s41597-025-06461-z,Paul Huxley,phuxly@gmail.com,Interactor1Temp,SecondStressorValue,1/1/21
92646,557,PHX395,development time,individual-level duration of life stage,33,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,0.1,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,juvenile (not inc egg stage),26,Celsius,26,Celsius,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,"Da Re, D., Andreo, V., San Miguel, T.V. et al. AedesTraits: A global dataset of temperature–dependent trait responses in Aedes mosquitoes. Sci Data 12, 2033 (2025).",10.1038/s41597-025-06461-z,Paul Huxley,phuxly@gmail.com,Interactor1Temp,SecondStressorValue,1/1/21
